keyword,region,match_type,lb,ub,source,nn_keyword,nn_region,nn_match_type,nn_hist_min,nn_hist_max,cosine_sim,tier
best generative ai course online,b,phrase match,0.1451638583448327,1.335507496772461,nearest_neighbor,online generative ai course,b,phrase match,0.15,1.38,0.9677590556322181,same_region_and_match
best generative ai course online,c,broad match,0.12568307483314756,2.262295346996656,nearest_neighbor,generative ai online course,c,broad match,0.13,2.34,0.9667928833319043,same_region_and_match
best generative ai course online,c,exact match,0.18621970921034758,0.18621970921034758,nearest_neighbor,generative ai course online,c,exact match,0.19,0.19,0.9801037326860399,same_region_and_match
best generative ai course online,c,phrase match,0.5510719434991854,0.5897436588324616,nearest_neighbor,generative ai online course,c,phrase match,0.57,0.61,0.9667928833319043,same_region_and_match
best generative ai course online certificate,usa,broad match,0.5979157244357276,22.253675868842237,nearest_neighbor,generative ai certificate course,usa,broad match,0.64,23.82,0.9342433194308244,same_region_and_match
best generative ai course online certificate,a,broad match,0.2896154290235556,14.20049845534853,nearest_neighbor,generative ai certificate course,a,broad match,0.31,15.2,0.9342433194308244,same_region_and_match
best generative ai course online certificate,b,broad match,0.11210919833169893,5.829678313248344,nearest_neighbor,generative ai certificate course,b,broad match,0.12,6.24,0.9342433194308244,same_region_and_match
best generative ai course online certificate,c,broad match,0.13079406472031543,2.6906207599607743,nearest_neighbor,generative ai certificate course,c,broad match,0.14,2.88,0.9342433194308244,same_region_and_match
best generative ai course online for beginners,usa,broad match,0.4099447170705802,32.50956942350415,nearest_neighbor,generative ai online course,usa,broad match,0.43,34.1,0.9533598071408842,same_region_and_match
best generative ai course online for beginners,a,broad match,0.21927275564240337,9.962609984622238,nearest_neighbor,generative ai online course,a,broad match,0.23,10.45,0.9533598071408842,same_region_and_match
best generative ai course online for beginners,b,broad match,0.1334703729997238,4.576127074276244,nearest_neighbor,generative ai online course,b,broad match,0.14,4.8,0.9533598071408842,same_region_and_match
best generative ai course online for beginners,c,broad match,0.12393677492831494,2.2308619487096686,nearest_neighbor,generative ai online course,c,broad match,0.13,2.34,0.9533598071408841,same_region_and_match
best generative ai courses,usa,broad match,0.4056124639688087,3.8629758473219877,nearest_neighbor,generative ai courses,usa,broad match,0.42,4.0,0.9657439618304969,same_region_and_match
best generative ai courses,usa,phrase match,1.37,17.79,exact,best generative ai courses,usa,phrase match,1.37,17.79,,
best generative ai courses,a,broad match,0.24143599045762423,4.181671354726052,nearest_neighbor,generative ai courses,a,broad match,0.25,4.33,0.9657439618304969,same_region_and_match
best generative ai courses,b,broad match,0.1255467150379646,0.6663633336630428,nearest_neighbor,generative ai courses,b,broad match,0.13,0.69,0.9657439618304969,same_region_and_match
best generative ai courses,c,broad match,0.09934183941793202,1.7610598805906132,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.9031076310721093,same_region_and_match
best generative ai courses coursera,c,broad match,0.09955844216419925,1.7648996565471684,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.9050767469472659,same_region_and_match
best generative ai courses for beginners,usa,broad match,0.39472287713881715,3.7592654965601637,nearest_neighbor,generative ai courses,usa,broad match,0.42,4.0,0.9398163741400409,same_region_and_match
best generative ai courses for beginners,usa,phrase match,1.3370367609081155,17.361959106974727,nearest_neighbor,best generative ai courses,usa,phrase match,1.37,17.79,0.9759392415387704,same_region_and_match
best generative ai courses for beginners,a,broad match,0.23495409353501023,4.0694049000263774,nearest_neighbor,generative ai courses,a,broad match,0.25,4.33,0.9398163741400409,same_region_and_match
best generative ai courses for beginners,b,broad match,0.12217612863820533,0.6484732981566282,nearest_neighbor,generative ai courses,b,broad match,0.13,0.69,0.9398163741400409,same_region_and_match
best generative ai courses for beginners,c,broad match,0.09985942158037106,1.7702352007429416,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.9078129234579188,same_region_and_match
best generative ai courses for beginners online,usa,broad match,0.40533785845484505,32.144234821651665,nearest_neighbor,generative ai online course,usa,broad match,0.43,34.1,0.942646182453128,same_region_and_match
best generative ai courses for beginners online,a,broad match,0.21680862196421946,9.850652606635187,nearest_neighbor,generative ai online course,a,broad match,0.23,10.45,0.942646182453128,same_region_and_match
best generative ai courses for beginners online,b,broad match,0.13197046554343794,4.524701675775014,nearest_neighbor,generative ai online course,b,broad match,0.14,4.8,0.942646182453128,same_region_and_match
best generative ai courses for beginners online,c,broad match,0.12254400371890665,2.2057920669403193,nearest_neighbor,generative ai online course,c,broad match,0.13,2.34,0.942646182453128,same_region_and_match
best generative ai courses free,usa,broad match,0.39865370929949867,3.796701993328559,nearest_neighbor,generative ai courses,usa,broad match,0.42,4.0,0.9491754983321398,same_region_and_match
best generative ai courses free,usa,phrase match,1.3415808964259077,17.420966530961238,nearest_neighbor,best generative ai courses,usa,phrase match,1.37,17.79,0.9792561287780348,same_region_and_match
best generative ai courses free,a,broad match,0.23729387458303494,4.109929907778166,nearest_neighbor,generative ai courses,a,broad match,0.25,4.33,0.9491754983321398,same_region_and_match
best generative ai courses free,b,broad match,0.12339281478317818,0.6549310938491764,nearest_neighbor,generative ai courses,b,broad match,0.13,0.69,0.9491754983321398,same_region_and_match
best generative ai courses free,c,broad match,0.11743564536852226,2.1138416166334006,nearest_neighbor,generative ai online course,c,broad match,0.13,2.34,0.903351118219402,same_region_and_match
best generative ai courses free pdf,usa,broad match,0.38920744914439626,3.706737610899012,nearest_neighbor,generative ai courses,usa,broad match,0.42,4.0,0.926684402724753,same_region_and_match
best generative ai courses free pdf,a,broad match,0.23167110068118826,4.012543463798181,nearest_neighbor,generative ai courses,a,broad match,0.25,4.33,0.926684402724753,same_region_and_match
best generative ai courses free pdf,b,broad match,0.1204689723542179,0.6394122378800795,nearest_neighbor,generative ai courses,b,broad match,0.13,0.69,0.926684402724753,same_region_and_match
best generative ai courses free pdf,c,broad match,0.09982869457765399,1.7696904947856844,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.9075335870695818,same_region_and_match
best generative ai courses online,usa,broad match,0.41098276234488745,32.591888827815495,nearest_neighbor,generative ai online course,usa,broad match,0.43,34.1,0.9557738659183429,same_region_and_match
best generative ai courses online,usa,exact match,5.535738490101496,14.503044889697524,nearest_neighbor,best online courses for learning generative ai,usa,exact match,5.63,14.75,0.9832572806574592,same_region_and_match
best generative ai courses online,usa,phrase match,2.7398789006946487,9.941846296806297,nearest_neighbor,generative ai courses online,usa,phrase match,2.8,10.16,0.9785281788195174,same_region_and_match
best generative ai courses online,a,broad match,0.21982798916121887,9.987836898846682,nearest_neighbor,generative ai online course,a,broad match,0.23,10.45,0.9557738659183429,same_region_and_match
best generative ai courses online,b,broad match,0.13380834122856802,4.587714556408046,nearest_neighbor,generative ai online course,b,broad match,0.14,4.8,0.9557738659183429,same_region_and_match
best generative ai courses online,c,broad match,0.12425060256938461,2.236510846248923,nearest_neighbor,generative ai online course,c,broad match,0.13,2.34,0.9557738659183431,same_region_and_match
best generative ai courses online for beginners,usa,broad match,0.40538162711826614,32.147705778448554,nearest_neighbor,generative ai online course,usa,broad match,0.43,34.1,0.9427479700424795,same_region_and_match
best generative ai courses online for beginners,a,broad match,0.21683203310977028,9.85171628694391,nearest_neighbor,generative ai online course,a,broad match,0.23,10.45,0.9427479700424795,same_region_and_match
best generative ai courses online for beginners,b,broad match,0.13198471580594714,4.525190256203901,nearest_neighbor,generative ai online course,b,broad match,0.14,4.8,0.9427479700424795,same_region_and_match
best generative ai courses online for beginners,c,broad match,0.12255723610552233,2.2060302498994018,nearest_neighbor,generative ai online course,c,broad match,0.13,2.34,0.9427479700424795,same_region_and_match
best generative ai courses online free,usa,broad match,0.40793542887607537,32.350228196916675,nearest_neighbor,generative ai online course,usa,broad match,0.43,34.1,0.9486870438978497,same_region_and_match
best generative ai courses online free,a,broad match,0.21819802009650546,9.91377960873253,nearest_neighbor,generative ai online course,a,broad match,0.23,10.45,0.9486870438978497,same_region_and_match
best generative ai courses online free,b,broad match,0.13281618614569898,4.553697810709679,nearest_neighbor,generative ai online course,b,broad match,0.14,4.8,0.9486870438978497,same_region_and_match
best generative ai courses online free,c,broad match,0.12332931570672047,2.2199276827209684,nearest_neighbor,generative ai online course,c,broad match,0.13,2.34,0.9486870438978497,same_region_and_match
best generative ai learning course,c,broad match,0.09935972604420029,1.7613769616926414,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.9032702367654571,same_region_and_match
best generative ai learning courses,usa,broad match,0.40035585575295435,3.812912911932899,nearest_neighbor,generative ai courses,usa,broad match,0.42,4.0,0.9532282279832247,same_region_and_match
best generative ai learning courses,a,broad match,0.23830705699580618,4.127478227167363,nearest_neighbor,generative ai courses,a,broad match,0.25,4.33,0.9532282279832247,same_region_and_match
best generative ai learning courses,b,broad match,0.12391966963781921,0.657727477308425,nearest_neighbor,generative ai courses,b,broad match,0.13,0.69,0.9532282279832247,same_region_and_match
best generative ai learning courses,c,broad match,0.09835772283424221,1.7436141775161118,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.8941611166749291,same_region_and_match
best online course for generative ai,usa,broad match,0.41149088561367075,32.63218418471203,nearest_neighbor,generative ai online course,usa,broad match,0.43,34.1,0.9569555479387692,same_region_and_match
best online course for generative ai,usa,exact match,5.5052245258394885,14.423101555263314,nearest_neighbor,best online courses for learning generative ai,usa,exact match,5.63,14.75,0.9778373935771738,same_region_and_match
best online course for generative ai,usa,phrase match,1.6686726580602391,19.160965349450333,nearest_neighbor,generative ai course online,usa,phrase match,1.74,19.98,0.9590072747472639,same_region_and_match
best online course for generative ai,a,broad match,0.22009977602591693,10.000185475960137,nearest_neighbor,generative ai online course,a,broad match,0.23,10.45,0.9569555479387692,same_region_and_match
best online course for generative ai,a,phrase match,0.6315906616395878,5.320672846539557,nearest_neighbor,generative ai online course,a,phrase match,0.66,5.56,0.9569555479387692,same_region_and_match
best online course for generative ai,b,broad match,0.1339737767114277,4.593386630106092,nearest_neighbor,generative ai online course,b,broad match,0.14,4.8,0.9569555479387692,same_region_and_match
best online course for generative ai,b,exact match,3.1584147812542716,3.1584147812542716,nearest_neighbor,best online courses for learning generative ai,b,exact match,3.23,3.23,0.9778373935771738,same_region_and_match
best online course for generative ai,b,phrase match,0.14341233422312133,1.319393474852716,nearest_neighbor,online generative ai course,b,phrase match,0.15,1.38,0.9560822281541422,same_region_and_match
best online course for generative ai,c,broad match,0.12440422123204,2.2392759821767196,nearest_neighbor,generative ai online course,c,broad match,0.13,2.34,0.9569555479387691,same_region_and_match
best online course for generative ai,c,exact match,0.18221138220198013,0.18221138220198013,nearest_neighbor,generative ai course online,c,exact match,0.19,0.19,0.9590072747472639,same_region_and_match
best online course for generative ai,c,phrase match,0.5454646623250984,0.5837428842426492,nearest_neighbor,generative ai online course,c,phrase match,0.57,0.61,0.9569555479387692,same_region_and_match
best online course on generative ai,a,broad match,0.21852965822701473,9.928847515096972,nearest_neighbor,generative ai online course,a,broad match,0.23,10.45,0.9501289488131075,same_region_and_match
best online course on generative ai,b,broad match,0.13301805283383505,4.560618954302916,nearest_neighbor,generative ai online course,b,broad match,0.14,4.8,0.9501289488131075,same_region_and_match
best online courses for generative ai,usa,broad match,0.40402538786077524,32.04015285128474,nearest_neighbor,generative ai online course,usa,broad match,0.43,34.1,0.9395939252576169,same_region_and_match
best online courses for generative ai,usa,exact match,5.595696831865376,14.660129355242326,nearest_neighbor,best online courses for learning generative ai,usa,exact match,5.63,14.75,0.9939070749316831,same_region_and_match
best online courses for generative ai,usa,phrase match,2.698642005335205,9.79221527650203,nearest_neighbor,generative ai courses online,usa,phrase match,2.8,10.16,0.9638007161911448,same_region_and_match
best online courses for generative ai,a,broad match,0.2161066028092519,9.818756518942095,nearest_neighbor,generative ai online course,a,broad match,0.23,10.45,0.9395939252576169,same_region_and_match
best online courses for generative ai,a,exact match,2.524523970326475,2.5543411825744253,nearest_neighbor,best online courses for learning generative ai,a,exact match,2.54,2.57,0.9939070749316831,same_region_and_match
best online courses for generative ai,a,phrase match,0.771040572952916,4.39493126583162,nearest_neighbor,generative ai courses online,a,phrase match,0.8,4.56,0.9638007161911448,same_region_and_match
best online courses for generative ai,b,broad match,0.13154314953606638,4.510050841236561,nearest_neighbor,generative ai online course,b,broad match,0.14,4.8,0.9395939252576169,same_region_and_match
best online courses for generative ai,b,exact match,3.210319852029336,3.210319852029336,nearest_neighbor,best online courses for learning generative ai,b,exact match,3.23,3.23,0.9939070749316831,same_region_and_match
best online courses for generative ai,b,phrase match,0.35660626499072356,1.3396829955056913,nearest_neighbor,generative ai courses online,b,phrase match,0.37,1.39,0.9638007161911448,same_region_and_match
best online courses for generative ai,c,broad match,0.1221472102834902,2.1986497851028233,nearest_neighbor,generative ai online course,c,broad match,0.13,2.34,0.9395939252576169,same_region_and_match
best online courses for generative ai,c,exact match,0.3975514274105112,0.9370855074676336,nearest_neighbor,generative ai online courses,c,exact match,0.42,0.99,0.9465510176440743,same_region_and_match
best online courses for generative ai,c,phrase match,0.5355685373968415,0.5731522944071463,nearest_neighbor,generative ai online course,c,phrase match,0.57,0.61,0.9395939252576169,same_region_and_match
best online courses for learning generative ai,usa,broad match,0.399885498107351,31.711849966187607,nearest_neighbor,generative ai online course,usa,broad match,0.43,34.1,0.9299662746682582,same_region_and_match
best online courses for learning generative ai,a,broad match,0.2138922431736994,9.718147570283298,nearest_neighbor,generative ai online course,a,broad match,0.23,10.45,0.9299662746682582,same_region_and_match
best online courses for learning generative ai,b,broad match,0.13019527845355616,4.463838118407639,nearest_neighbor,generative ai online course,b,broad match,0.14,4.8,0.9299662746682582,same_region_and_match
best online courses for learning generative ai,c,broad match,0.12089561570687357,2.176121082723724,nearest_neighbor,generative ai online course,c,broad match,0.13,2.34,0.9299662746682582,same_region_and_match
best online courses on generative ai,usa,broad match,0.4039496691411843,32.03414818073113,nearest_neighbor,generative ai online course,usa,broad match,0.43,34.1,0.9394178352120565,same_region_and_match
best online courses on generative ai,a,broad match,0.216066102098773,9.81691637796599,nearest_neighbor,generative ai online course,a,broad match,0.23,10.45,0.9394178352120565,same_region_and_match
best online courses on generative ai,b,broad match,0.13151849692968792,4.5092056090178705,nearest_neighbor,generative ai online course,b,broad match,0.14,4.8,0.9394178352120565,same_region_and_match
best online courses on generative ai,c,broad match,0.12212431857756735,2.198237734396212,nearest_neighbor,generative ai online course,c,broad match,0.13,2.34,0.9394178352120565,same_region_and_match
best online generative ai course,usa,broad match,0.4202873376780353,33.3297632902814,nearest_neighbor,generative ai online course,usa,broad match,0.43,34.1,0.9774124132047332,same_region_and_match
best online generative ai course,a,broad match,0.22480485503708864,10.21395971798946,nearest_neighbor,generative ai online course,a,broad match,0.23,10.45,0.9774124132047332,same_region_and_match
best online generative ai course,b,broad match,0.13683773784866265,4.691579583382719,nearest_neighbor,generative ai online course,b,broad match,0.14,4.8,0.9774124132047332,same_region_and_match
best online generative ai course,c,broad match,0.1270636137166153,2.287145046899075,nearest_neighbor,generative ai online course,c,broad match,0.13,2.34,0.9774124132047329,same_region_and_match
best online generative ai course,c,exact match,4.398355859421299,4.398355859421299,nearest_neighbor,generative ai online course,c,exact match,4.5,4.5,0.9774124132047332,same_region_and_match
best online generative ai course,c,phrase match,0.5571250755266979,0.5962215720548872,nearest_neighbor,generative ai online course,c,phrase match,0.57,0.61,0.9774124132047332,same_region_and_match
caltech generative ai course,usa,broad match,0.48414494361115024,4.2433880351800815,nearest_neighbor,generative ai course,usa,broad match,0.51,4.47,0.9493038110022554,same_region_and_match
caltech generative ai course,c,broad match,0.10176795425171116,1.8040682799166978,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.9251632204701015,same_region_and_match
certificate course in generative ai,usa,broad match,0.6344315895574038,23.61275072383962,nearest_neighbor,generative ai certificate course,usa,broad match,0.64,23.82,0.9912993586834433,same_region_and_match
certificate course in generative ai,a,broad match,0.3073028011918674,15.067750251988338,nearest_neighbor,generative ai certificate course,a,broad match,0.31,15.2,0.9912993586834433,same_region_and_match
certificate course in generative ai,b,broad match,0.11895592304201319,6.185707998184687,nearest_neighbor,generative ai certificate course,b,broad match,0.12,6.24,0.9912993586834433,same_region_and_match
certificate course in generative ai,c,broad match,0.1387819102156821,2.8549421530083166,nearest_neighbor,generative ai certificate course,c,broad match,0.14,2.88,0.9912993586834433,same_region_and_match
certification courses on generative ai,usa,broad match,0.594661989054285,22.13257590511417,nearest_neighbor,generative ai certificate course,usa,broad match,0.64,23.82,0.9291593578973203,same_region_and_match
certification courses on generative ai,usa,phrase match,0.227425001386458,4.593985028006451,nearest_neighbor,generative ai certification online,usa,phrase match,0.25,5.05,0.909700005545832,same_region_and_match
certification courses on generative ai,a,broad match,0.28803940094816927,14.123222240039269,nearest_neighbor,generative ai certificate course,a,broad match,0.31,15.2,0.9291593578973203,same_region_and_match
certification courses on generative ai,b,broad match,0.11149912294767843,5.797954393279279,nearest_neighbor,generative ai certificate course,b,broad match,0.12,6.24,0.9291593578973203,same_region_and_match
certification courses on generative ai,c,broad match,0.13008231010562485,2.675978950744282,nearest_neighbor,generative ai certificate course,c,broad match,0.14,2.88,0.9291593578973203,same_region_and_match
certification for artificial intelligence,usa,broad match,1.0193318369539968,8.29056560722584,nearest_neighbor,best ai certification,usa,broad match,1.2,9.76,0.849443197461664,same_region_and_match
certification for artificial intelligence,usa,phrase match,1.15,22.26,exact,certification for artificial intelligence,usa,phrase match,1.15,22.26,,
certification for artificial intelligence,c,broad match,0.09339947192864978,1.9213605653893668,nearest_neighbor,generative ai certificate course,c,broad match,0.14,2.88,0.6671390852046413,same_region_and_match
complete generative ai course,usa,broad match,0.5037466097477126,4.415190873671127,nearest_neighbor,generative ai course,usa,broad match,0.51,4.47,0.987738450485711,same_region_and_match
complete generative ai course,c,broad match,0.103411251700625,1.8331994619656249,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.9401022881875,same_region_and_match
course for generative ai,usa,broad match,0.4979609621065533,4.364481373757437,nearest_neighbor,generative ai course,usa,broad match,0.51,4.47,0.9763940433461828,same_region_and_match
course for generative ai,usa,phrase match,1.407451049918892,17.721989276443512,nearest_neighbor,course on generative ai,usa,phrase match,1.42,17.88,0.9911627112104874,same_region_and_match
course for generative ai,a,broad match,0.31244609387077854,2.851070606570854,nearest_neighbor,generative ai course,a,broad match,0.32,2.92,0.9763940433461828,same_region_and_match
course for generative ai,b,broad match,0.1366951660684656,2.7827230235366214,nearest_neighbor,generative ai course,b,broad match,0.14,2.85,0.9763940433461828,same_region_and_match
course for generative ai,c,broad match,0.16628439032609196,1.9492225754891892,nearest_neighbor,generative ai fundamentals course,c,broad match,0.18,2.11,0.9238021684782888,same_region_and_match
course generative ai,usa,broad match,0.4917491301959011,4.310036494069957,nearest_neighbor,generative ai course,usa,broad match,0.51,4.47,0.9642139807762766,same_region_and_match
course generative ai,a,broad match,0.3085484738484085,2.8155048238667275,nearest_neighbor,generative ai course,a,broad match,0.32,2.92,0.9642139807762766,same_region_and_match
course generative ai,b,broad match,0.13498995730867874,2.7480098452123887,nearest_neighbor,generative ai course,b,broad match,0.14,2.85,0.9642139807762766,same_region_and_match
course generative ai,c,broad match,0.09697451593697048,1.7190936916099313,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.8815865085179135,same_region_and_match
course in generative ai,usa,broad match,0.49228875148383905,4.314766115946589,nearest_neighbor,generative ai course,usa,broad match,0.51,4.47,0.9652720617330177,same_region_and_match
course in generative ai,usa,exact match,2.78,21.82,exact,course in generative ai,usa,exact match,2.78,21.82,,
course in generative ai,usa,phrase match,1.19,25.44,exact,course in generative ai,usa,phrase match,1.19,25.44,,
course in generative ai,a,broad match,0.30888705975456565,2.818594420260412,nearest_neighbor,generative ai course,a,broad match,0.32,2.92,0.9652720617330177,same_region_and_match
course in generative ai,b,broad match,0.1351380886426225,2.7510253759391006,nearest_neighbor,generative ai course,b,broad match,0.14,2.85,0.9652720617330177,same_region_and_match
course in generative ai,b,phrase match,0.26,2.66,exact,course in generative ai,b,phrase match,0.26,2.66,,
course in generative ai,c,broad match,0.16271839692533208,1.907421208402504,nearest_neighbor,generative ai fundamentals course,c,broad match,0.18,2.11,0.9039910940296227,same_region_and_match
course in generative ai,c,phrase match,0.15,0.91,exact,course in generative ai,c,phrase match,0.15,0.91,,
course on generative ai,usa,broad match,0.48981530433379233,4.293087079160885,nearest_neighbor,generative ai course,usa,broad match,0.51,4.47,0.9604221653603771,same_region_and_match
course on generative ai,usa,exact match,1.13,15.67,exact,course on generative ai,usa,exact match,1.13,15.67,,
course on generative ai,usa,phrase match,1.42,17.88,exact,course on generative ai,usa,phrase match,1.42,17.88,,
course on generative ai,a,broad match,0.3073350929153207,2.804432722852301,nearest_neighbor,generative ai course,a,broad match,0.32,2.92,0.9604221653603771,same_region_and_match
course on generative ai,b,broad match,0.1344591031504528,2.737203171277075,nearest_neighbor,generative ai course,b,broad match,0.14,2.85,0.9604221653603771,same_region_and_match
course on generative ai,c,broad match,0.16549655215004172,1.9399873613143779,nearest_neighbor,generative ai fundamentals course,c,broad match,0.18,2.11,0.9194252897224541,same_region_and_match
coursera free generative ai course,c,broad match,0.09867292904373855,1.7492019239571834,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.8970266276703505,same_region_and_match
courses about ai,usa,broad match,1.2214269309671335,7.752321949607725,nearest_neighbor,gen ai courses,usa,broad match,1.47,9.33,0.8309026741273017,same_region_and_match
courses about ai,usa,exact match,1.62,40.5,exact,courses about ai,usa,exact match,1.62,40.5,,
courses about ai,usa,phrase match,2.23,16.25,exact,courses about ai,usa,phrase match,2.23,16.25,,
courses about ai,a,broad match,0.4089254630931059,11.737030844948935,nearest_neighbor,mit ai courses,a,broad match,0.47,13.49,0.8700541767938424,same_region_and_match
courses about ai,a,phrase match,0.71,9.99,exact,courses about ai,a,phrase match,0.71,9.99,,
courses about ai,b,broad match,0.5358921695076978,2.4299938031124917,nearest_neighbor,best ai courses,b,broad match,0.58,2.63,0.9239520163925824,same_region_and_match
courses about ai,b,phrase match,0.33,3.62,exact,courses about ai,b,phrase match,0.33,3.62,,
courses about ai,c,broad match,0.08321397145150733,1.4751567666403573,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.7564906495591576,same_region_and_match
courses about ai,c,phrase match,0.16,2.31,exact,courses about ai,c,phrase match,0.16,2.31,,
courses for generative ai,usa,broad match,0.40813861472805485,3.887034425981475,nearest_neighbor,generative ai courses,usa,broad match,0.42,4.0,0.9717586064953687,same_region_and_match
courses for generative ai,usa,exact match,1.8528420930621308,18.83557657171717,nearest_neighbor,courses on generative ai,usa,exact match,1.87,19.01,0.9908246486963266,same_region_and_match
courses for generative ai,usa,phrase match,1.4565122335836,19.122915719839103,nearest_neighbor,courses on generative ai,usa,phrase match,1.47,19.3,0.9908246486963266,same_region_and_match
courses for generative ai,a,broad match,0.24293965162384218,4.207714766124947,nearest_neighbor,generative ai courses,a,broad match,0.25,4.33,0.9717586064953687,same_region_and_match
courses for generative ai,b,broad match,0.12632861884439794,0.6705134384818043,nearest_neighbor,generative ai courses,b,broad match,0.13,0.69,0.9717586064953687,same_region_and_match
courses for generative ai,b,phrase match,0.46568758488727346,3.329170819619657,nearest_neighbor,courses on generative ai,b,phrase match,0.47,3.36,0.9908246486963266,same_region_and_match
courses for generative ai,c,broad match,0.10122956757137506,1.7945241524016489,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.9202687961034097,same_region_and_match
courses for generative ai,c,phrase match,0.21798142271319185,0.9115586768006205,nearest_neighbor,courses on generative ai,c,phrase match,0.22,0.92,0.9908246486963266,same_region_and_match
courses generative ai,usa,broad match,0.4095985296127499,3.9009383772642847,nearest_neighbor,generative ai courses,usa,broad match,0.42,4.0,0.9752345943160712,same_region_and_match
courses generative ai,b,broad match,0.12678049726108925,0.6729118700780891,nearest_neighbor,generative ai courses,b,broad match,0.13,0.69,0.9752345943160712,same_region_and_match
courses generative ai,c,broad match,0.09866378888525881,1.7490398938750424,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.8969435353205346,same_region_and_match
courses in generative ai,usa,broad match,0.41041997143222103,3.9087616326878196,nearest_neighbor,generative ai courses,usa,broad match,0.42,4.0,0.9771904081719549,same_region_and_match
courses in generative ai,usa,exact match,2.86,29.56,exact,courses in generative ai,usa,exact match,2.86,29.56,,
courses in generative ai,usa,phrase match,2.73,14.83,exact,courses in generative ai,usa,phrase match,2.73,14.83,,
courses in generative ai,a,broad match,0.24429760204298873,4.2312344673845645,nearest_neighbor,generative ai courses,a,broad match,0.25,4.33,0.9771904081719549,same_region_and_match
courses in generative ai,b,broad match,0.12703475306235415,0.6742613816386488,nearest_neighbor,generative ai courses,b,broad match,0.13,0.69,0.9771904081719549,same_region_and_match
courses in generative ai,b,phrase match,0.24,2.99,exact,courses in generative ai,b,phrase match,0.24,2.99,,
courses in generative ai,c,broad match,0.10068565496401903,1.7848820652712463,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.9153241360365366,same_region_and_match
courses in generative ai,c,phrase match,0.42,0.42,exact,courses in generative ai,c,phrase match,0.42,0.42,,
courses on ai and generative ai,usa,broad match,0.3969379570678363,3.7803614958841556,nearest_neighbor,generative ai courses,usa,broad match,0.42,4.0,0.9450903739710389,same_region_and_match
courses on ai and generative ai,a,broad match,0.23627259349275972,4.092241319294598,nearest_neighbor,generative ai courses,a,broad match,0.25,4.33,0.9450903739710389,same_region_and_match
courses on ai and generative ai,b,broad match,0.12286174861623506,0.6521123580400168,nearest_neighbor,generative ai courses,b,broad match,0.13,0.69,0.9450903739710389,same_region_and_match
courses on ai and generative ai,c,broad match,0.10073672447169736,1.7857873883619075,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.9157884042881578,same_region_and_match
courses on generative ai,usa,broad match,0.3994906327138701,3.8046726925130487,nearest_neighbor,generative ai courses,usa,broad match,0.42,4.0,0.9511681731282622,same_region_and_match
courses on generative ai,usa,exact match,1.87,19.01,exact,courses on generative ai,usa,exact match,1.87,19.01,,
courses on generative ai,usa,phrase match,1.47,19.3,exact,courses on generative ai,usa,phrase match,1.47,19.3,,
courses on generative ai,a,broad match,0.23779204328206555,4.118558189645375,nearest_neighbor,generative ai courses,a,broad match,0.25,4.33,0.9511681731282622,same_region_and_match
courses on generative ai,a,phrase match,0.58,3.28,exact,courses on generative ai,a,phrase match,0.58,3.28,,
courses on generative ai,b,broad match,0.12365186250667409,0.6563060394585009,nearest_neighbor,generative ai courses,b,broad match,0.13,0.69,0.9511681731282622,same_region_and_match
courses on generative ai,b,phrase match,0.47,3.36,exact,courses on generative ai,b,phrase match,0.47,3.36,,
courses on generative ai,c,broad match,0.10089624594543806,1.7886152690327655,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.9172385995039823,same_region_and_match
courses on generative ai,c,phrase match,0.22,0.92,exact,courses on generative ai,c,phrase match,0.22,0.92,,
foundational generative ai course id 80302,usa,broad match,0.6191931179743709,14.27001985731704,nearest_neighbor,generative ai foundations course,usa,broad match,0.65,14.98,0.9526047968836475,same_region_and_match
foundational generative ai course id 80302,a,broad match,0.2667293431274213,16.270489930772698,nearest_neighbor,generative ai foundations course,a,broad match,0.28,17.08,0.9526047968836475,same_region_and_match
foundational generative ai course id 80302,b,broad match,0.09526047968836476,10.34528809415641,nearest_neighbor,generative ai foundations course,b,broad match,0.1,10.86,0.9526047968836475,same_region_and_match
foundational generative ai course id 80302,c,broad match,0.10478652765720123,1.8575793539231127,nearest_neighbor,generative ai foundations course,c,broad match,0.11,1.95,0.9526047968836475,same_region_and_match
free ai generative course,usa,broad match,0.49193005481258517,4.311622245122069,nearest_neighbor,generative ai course,usa,broad match,0.51,4.47,0.9645687349266375,same_region_and_match
