Match type,Region,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Cost,llm_relevance_score,Clicks
Phrase match,C,Tuesday,0,Dec,0,69,6.78105762593618,8.997273026431634,8.835276515558952,-0.20475233378180135,-0.06060263959735652,80.0,4.81,13.33,2.19,4.0,3
Phrase match,B,Friday,0,Nov,0,87,3.044522437723423,4.104857575862547,4.3640590710225755,0.49783842823917945,-0.5144286457228034,86.0,5.75,24.38,0.34,4.0,1
Broad match,B,Monday,0,Oct,0,105,3.9318256327243257,4.042110380829989,4.138616026462077,0.0,-0.054355738601728265,67.0,5.0,13.97,0.3,4.0,1
Broad match,B,Sunday,1,Dec,0,71,2.3978952727983707,2.3978952727983707,1.9183162182386966,0.0,0.23978952727983718,33.0,0.0,0.0,1.18,4.0,2
Broad match,USA,Friday,0,Dec,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.84,4.0,12
Phrase match,USA,Monday,0,Mar,0,196,6.78105762593618,7.15267565694148,6.988149500335337,-0.46962893368149405,0.0769313636364027,80.0,8.52,38.89,12.25,4.0,1
Broad match,USA,Sunday,1,Jan,0,36,3.9318256327243257,3.7863232553776474,3.6101552299313973,0.21825356602001778,0.1030723311449299,88.0,5.96,15.94,36.36,5.0,6
Exact match,B,Friday,0,Feb,0,213,5.771441123130016,4.9896212802888895,4.667513850244358,0.42285685082003344,0.2258644440689502,90.0,4.37,13.32,0.58,4.0,1
Exact match,USA,Friday,0,Jan,0,38,2.3978952727983707,2.8289800494150725,2.786119649721184,-0.6466271649250523,0.04429762080038381,94.0,6.24,20.12,36.76,5.0,4
Exact match,USA,Saturday,1,Apr,0,170,3.4339872044851463,3.3973605696376254,3.2858522981408114,-0.38946476676172326,0.04137083321440955,91.0,2.51,8.21,1.77,2.0,1
Broad match,A,Tuesday,0,Jan,0,34,3.9318256327243257,3.7863232553776474,3.6101552299313973,0.21825356602001778,0.1030723311449299,88.0,5.96,15.94,4.72,5.0,2
Exact match,B,Friday,0,Jan,0,38,3.4339872044851463,4.640323322910606,4.492864871555216,0.686080013336853,0.1036877360422786,94.0,6.51,16.04,0.01,4.0,1
Exact match,USA,Sunday,1,Nov,0,92,2.3978952727983707,2.958801638335647,2.8185750469513273,-0.38946476676172326,0.2975973426461926,94.0,6.24,20.12,4.72,5.0,1
Phrase match,USA,Sunday,1,Dec,0,57,8.999742789830492,8.796352874037384,8.755674890878764,-0.20063703109587827,-0.02006370310958747,85.0,4.18,13.54,11.34,4.0,3
Broad match,B,Saturday,1,Dec,0,65,3.9318256327243257,4.235121672094164,4.113803256346229,0.2481796294755343,0.14889219919020377,67.0,5.0,13.97,3.04,4.0,4
Phrase match,C,Monday,0,Nov,0,84,8.999742789830492,10.072483741167291,10.206633291912425,-1.2080385713497748,-0.3222359676457518,78.0,3.74,13.2,3.08,4.0,4
Phrase match,A,Thursday,0,Dec,0,53,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,8.107922592650825e-17,51.0,4.64,14.89,1.61,4.0,1
Exact match,USA,Friday,0,Jan,0,17,3.713572066704308,4.235121672094164,4.138616026462077,0.33085424431698973,0.054355738601727904,77.0,3.18,7.74,4.07,4.0,1
Broad match,USA,Tuesday,0,Aug,0,48,7.783640596221253,7.783640596221253,8.085407037710755,0.0,-0.1088641169842231,18.0,1.43,7.34,33.42,5.0,6
Exact match,B,Wednesday,0,Jun,0,103,8.999742789830492,9.200391041122515,9.233959496559622,0.0,-0.02872939144148578,78.0,3.74,13.2,2.58,4.0,3
Exact match,USA,Saturday,1,Oct,0,128,4.2626798770413155,3.96935919215665,3.7948681523939523,-0.5491078103370075,0.06129033883572,86.0,5.66,26.82,23.9,5.0,2
Phrase match,A,Monday,0,Jan,0,14,2.3978952727983707,3.044522437723423,2.828980049415072,0.0,0.1478004948400118,88.0,4.34,11.78,18.32,3.0,8
Broad match,B,Sunday,1,Jul,0,71,4.51085950651685,4.428132963358338,4.90225722953657,-0.2481796294755343,-0.38368700589042887,63.0,5.36,16.7,2.36,4.0,2
Phrase match,B,Friday,0,Dec,0,59,6.78105762593618,6.823623343729193,6.806597056611989,0.12769715337904053,0.025539430675808276,80.0,8.52,38.89,0.66,4.0,1
Broad match,USA,Tuesday,0,Sep,0,27,6.90875477931522,7.170888478512505,7.274636095754609,0.0,-0.05335591743879693,85.0,4.28,12.76,3.88,5.0,1
Phrase match,USA,Wednesday,0,Nov,0,89,3.4339872044851463,2.613437661106721,2.5595520640296336,0.6466271649250523,0.19398814947751514,91.0,2.51,8.21,11.08,2.0,2
Broad match,USA,Saturday,1,Oct,0,114,3.9318256327243257,4.152395128935653,4.152395128935652,-0.33085424431698973,-1.1976195368092883e-16,88.0,5.96,15.94,0.73,5.0,1
Phrase match,B,Wednesday,0,Feb,0,215,7.783640596221253,7.829952583929316,7.739253776204528,0.8394517243226618,0.11777130726115975,83.0,6.68,24.85,4.68,5.0,2
Exact match,USA,Thursday,0,Jan,0,11,4.51085950651685,3.8590744440509863,4.00573478649332,-0.21825356602001778,-0.08789695131434357,70.0,4.17,29.75,4.14,5.0,2
Exact match,USA,Sunday,1,Sep,0,22,6.78105762593618,7.065297757209052,6.911057469027251,0.0,0.0597846179047861,84.0,2.8,8.32,11.88,3.0,2
Phrase match,USA,Thursday,0,Nov,0,81,2.3978952727983707,2.828980049415072,2.88286564649216,0.6466271649250523,-0.06466271649250568,73.0,5.02,13.76,5.2,4.0,1
Phrase match,A,Saturday,1,Jan,0,30,8.999742789830492,9.133508290691841,9.166949665907177,-0.2006482512920229,-0.028664035898860955,85.0,4.18,13.54,7.8500000000000005,4.0,5
Broad match,A,Saturday,1,Nov,0,100,6.78105762593618,7.501554805740729,7.564762616403382,-0.612752117708748,-0.06752128078129402,80.0,4.81,13.33,3.95,4.0,5
Phrase match,USA,Friday,0,Feb,0,213,9.200391041122515,8.930114634833352,8.829106028078414,0.40541460943374474,0.08657880578994598,71.0,3.57,11.25,38.92,4.0,4
Exact match,USA,Saturday,1,Apr,0,177,3.4339872044851463,4.577083071448678,4.608703197179643,0.0,-0.013944122131904543,94.0,6.51,16.04,10.47,4.0,1
Broad match,A,Friday,0,Jan,0,38,6.78105762593618,7.245195566889979,7.397665454689204,-0.389830852576325,-0.13570354059874845,80.0,4.81,13.33,4.5600000000000005,4.0,3
Phrase match,USA,Friday,0,Dec,0,52,3.713572066704308,3.3041656155645724,3.334118270224289,0.0,-0.01697049576765977,68.0,9.63,29.08,6.3,5.0,1
Phrase match,B,Saturday,1,Jan,0,37,7.3783837129967145,7.0131764196962,6.696308613980901,0.6413805631732084,0.24149018993259166,88.0,4.0,12.65,0.41,2.0,1
Exact match,USA,Thursday,0,Jan,0,25,7.3783837129967145,7.0131764196962,6.696308613980901,0.6413805631732084,0.24149018993259166,88.0,4.0,12.65,6.96,2.0,2
Phrase match,C,Tuesday,0,Feb,0,216,7.3783837129967145,7.279091278266788,6.896728021129394,-0.1717516294917143,0.23484122101696547,88.0,4.0,12.65,5.48,2.0,4
Phrase match,A,Saturday,1,Mar,0,212,3.713572066704308,3.6203771126312545,3.4622713640979135,0.0,0.1195429351874833,68.0,9.63,29.08,2.17,5.0,1
Phrase match,USA,Saturday,1,Oct,0,107,7.783640596221253,8.255840264702949,8.289276965229982,0.0,-0.017196017413903933,86.0,3.86,11.09,2.08,4.0,2
Phrase match,B,Wednesday,0,Jan,1,40,3.044522437723423,3.6931283013045935,4.100632592546626,-0.2795848622191617,-0.3356030515105707,86.0,5.75,24.38,1.31,4.0,1
Exact match,B,Friday,0,Jan,0,17,5.771441123130016,7.116948602661201,6.948694948619452,-0.4047718671791882,0.028436304840214418,64.0,2.34,6.2,0.45,4.0,1
Broad match,USA,Tuesday,0,Oct,0,111,3.044522437723423,3.599933347231539,3.3871386869377687,-0.49783842823917945,0.1316923833946093,35.0,3.81,14.11,10.99,4.0,7
Broad match,USA,Sunday,1,Jul,0,64,8.594339400592892,8.594339400592892,8.62777890577554,0.0,-0.02866243301369719,89.0,5.19,16.3,27.24,5.0,4
Phrase match,USA,Friday,0,Nov,0,73,2.3978952727983707,2.828980049415072,2.7212088552608966,0.0,0.25865086597002046,88.0,4.34,11.78,8.46,3.0,2
Phrase match,USA,Thursday,0,Mar,0,200,3.044522437723423,3.8034130494102563,3.748270675357425,-0.5491078103370075,0.06031149090936037,86.0,5.75,24.38,8.51,4.0,1
Exact match,USA,Friday,0,Nov,0,80,4.2626798770413155,4.347947226358684,4.90612020409025,0.0,-1.2181835864020043,86.0,5.66,26.82,17.86,5.0,2
Broad match,C,Tuesday,0,Dec,0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,5.0,3
Exact match,USA,Wednesday,0,Aug,0,40,4.709530201312334,4.789273431000946,4.789273431000946,0.0,3.592858610427865e-16,86.0,4.88,20.92,16.950000000000003,5.0,3
Phrase match,C,Saturday,1,Jan,0,16,5.968707559985366,5.702467551194242,5.45709798334402,0.0,0.15002522305329916,64.0,3.28,9.96,0.34,2.0,1
Broad match,A,Friday,0,Dec,0,66,3.044522437723423,2.3978952727983707,2.3978952727983707,0.0,8.107922592650825e-17,35.0,3.81,14.11,8.01,4.0,3
Broad match,USA,Tuesday,0,Feb,0,6,3.044522437723423,2.613437661106721,2.505666466952546,0.6466271649250523,0.09237530927500741,35.0,3.81,14.11,5.91,4.0,3
Exact match,C,Wednesday,0,Dec,1,47,4.709530201312334,5.558297174603573,5.218790385287077,0.40418715266267213,0.33733449233564244,86.0,4.88,20.92,1.17,5.0,3
Broad match,B,Tuesday,0,Nov,0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6000000000000005,4.0,7
Phrase match,A,Thursday,0,Nov,0,88,2.3978952727983707,2.828980049415072,2.88286564649216,0.6466271649250523,-0.06466271649250568,73.0,5.02,13.76,3.09,4.0,1
Broad match,B,Friday,0,Jul,0,73,3.9318256327243257,3.267538980717051,3.4154228465505354,0.0,-0.06358292722750492,78.0,5.06,14.86,0.68,4.0,1
Phrase match,B,Tuesday,0,Jan,0,34,3.9318256327243257,4.445389688756101,4.298892408845876,1.2098379237783345,0.12556909706590652,62.0,5.16,13.59,2.18,4.0,1
Exact match,USA,Wednesday,0,Jan,0,26,3.713572066704308,4.235121672094164,4.138616026462077,0.33085424431698973,0.054355738601727904,77.0,3.18,7.74,14.04,4.0,3
Phrase match,USA,Tuesday,0,Mar,0,202,2.3978952727983707,2.613437661106721,2.8938908438753597,0.6466271649250523,-0.1295380712431091,94.0,6.24,20.12,41.7,5.0,3
Phrase match,B,Monday,0,Nov,0,84,8.999742789830492,8.796352874037385,8.796008763450232,-0.20476635814172184,0.0405403389237577,85.0,4.18,13.54,1.06,4.0,1
Phrase match,USA,Saturday,1,Jan,0,37,6.78105762593618,6.9535669612546345,6.867312293595408,0.26213369919728446,0.06663559208624968,80.0,8.52,38.89,2.29,4.0,1
Exact match,B,Tuesday,0,Nov,0,90,6.78105762593618,8.997273026431634,8.946698877745918,-1.4135532112980265,0.10163944517921676,80.0,4.81,13.33,1.02,4.0,2
Broad match,USA,Friday,0,Jan,0,31,2.3978952727983707,2.3978952727983707,1.998246060665309,0.0,0.2055338805255746,33.0,0.0,0.0,49.169999999999995,4.0,11
Phrase match,B,Tuesday,0,Nov,0,76,8.999742789830492,10.072483741167291,10.206633291912425,-1.2080385713497748,-0.3222359676457518,78.0,3.74,13.2,6.5,4.0,5
Broad match,A,Thursday,0,Jan,0,11,3.9318256327243257,4.162370483420825,4.047098058072575,-0.7972874398125418,0.027905372445556534,67.0,5.0,13.97,3.2,4.0,2
Broad match,USA,Sunday,1,Nov,0,92,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,33.0,0.0,0.0,15.6,4.0,13
Broad match,A,Saturday,1,Nov,0,93,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,33.0,0.0,0.0,0.47,4.0,1
Phrase match,USA,Sunday,1,Nov,0,71,4.51085950651685,4.723049866069117,4.835904878223643,0.19867069479548416,-0.07170998848323218,80.0,6.34,22.72,8.76,3.0,6
Broad match,A,Sunday,1,Dec,0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.06,4.0,6
Phrase match,B,Monday,0,Dec,0,42,3.4339872044851463,3.3973605696376254,3.600386809523941,0.38946476676172326,-0.07303590563656154,89.0,5.51,20.09,0.3,5.0,1
Phrase match,B,Monday,0,Dec,0,42,2.3978952727983707,2.958801638335647,2.9930899580907573,0.38946476676172326,0.07789295335234467,73.0,5.02,13.76,1.51,4.0,1
Broad match,USA,Thursday,0,Aug,0,53,7.783640596221253,7.783640596221253,8.085407037710755,0.0,-0.1088641169842231,18.0,1.43,7.34,12.75,5.0,3
Phrase match,USA,Sunday,1,Nov,0,99,2.3978952727983707,2.613437661106721,2.5595520640296336,0.0,-0.06466271649250592,95.0,8.52,24.75,18.96,4.0,2
Broad match,B,Thursday,0,Dec,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,4.0,3
Exact match,B,Friday,0,Feb,0,3,8.999742789830492,9.468430363732297,9.770457052449794,0.40205898391467443,-0.20140129898373874,78.0,3.74,13.2,0.45,4.0,1
Broad match,USA,Monday,0,Jan,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.26,4.0,14
Broad match,C,Saturday,1,Feb,0,2,2.3978952727983707,2.3978952727983707,1.998246060665309,0.0,0.3425564675426243,33.0,0.0,0.0,12.18,4.0,58
Broad match,USA,Wednesday,0,Feb,0,215,2.3978952727983707,2.3978952727983707,1.998246060665309,0.0,0.3425564675426243,33.0,0.0,0.0,95.39999999999999,4.0,10
Phrase match,A,Sunday,1,Dec,0,64,6.78105762593618,8.997273026431634,8.835276515558952,-0.20475233378180135,-0.06060263959735652,80.0,4.81,13.33,3.42,4.0,2
Phrase match,C,Monday,0,Nov,0,84,9.200391041122515,8.728097421323477,8.7448171739148,0.0,0.020063703109586554,71.0,3.57,11.25,3.5700000000000003,4.0,7
Exact match,USA,Wednesday,0,Feb,0,5,2.3978952727983707,3.1743440266439973,3.0016620380295347,0.38946476676172326,0.14801313309811068,88.0,4.34,11.78,16.18,3.0,2
Broad match,USA,Friday,0,Nov,0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,5.0,1
Phrase match,A,Tuesday,0,Jan,0,13,4.51085950651685,5.067683963763687,5.173603817874797,-0.6423279321637327,-0.12802298561146674,80.0,6.34,22.72,5.52,3.0,2
Exact match,USA,Tuesday,0,Dec,0,55,3.713572066704308,4.235121672094164,4.113803256346229,-0.579033873792524,0.057903387379252276,77.0,3.18,7.74,7.12,4.0,1
Phrase match,USA,Tuesday,0,Feb,0,216,8.999742789830492,9.468430363732297,9.770457052449794,0.40205898391467443,-0.20140129898373874,78.0,3.74,13.2,180.0,4.0,8
Broad match,USA,Monday,0,Sep,0,7,12.211065162153215,12.079492929698015,12.21262095185684,0.19735834868280122,-0.04564389331159735,4.0,2.12,6.07,41.04,4.0,8
Phrase match,USA,Sunday,1,Mar,0,211,7.3783837129967145,7.435634256160619,7.062822637061163,0.0,0.20066677625335208,88.0,4.0,12.65,39.51,2.0,3
Exact match,USA,Saturday,1,Jun,0,107,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.018475061855001446,94.0,6.24,20.12,56.04,5.0,3
Broad match,C,Wednesday,0,Jan,0,12,3.9318256327243257,3.7863232553776474,3.6101552299313973,0.21825356602001778,0.1030723311449299,88.0,5.96,15.94,1.82,5.0,7
Phrase match,B,Sunday,1,Dec,0,57,2.3978952727983707,2.7432592500272954,2.605113659135726,-1.0360919316867756,0.10360919316867759,50.0,0.0,0.0,0.59,4.0,1
Phrase match,A,Monday,0,Oct,0,112,7.783640596221253,8.255840264702949,8.289276965229982,0.0,-0.017196017413903933,86.0,3.86,11.09,1.52,4.0,2
Broad match,USA,Monday,0,Dec,0,56,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,100.0,0.0,0.0,5.7,4.0,2
Exact match,USA,Sunday,1,Nov,0,85,4.709530201312334,5.837276266852823,5.973411204491142,-0.6113468627830674,-0.20474606832744885,79.0,4.99,14.73,9.78,4.0,2
Exact match,B,Tuesday,0,Jun,0,97,3.9318256327243257,3.1743440266439973,3.2392548211042844,0.0,-0.033382694293861925,92.0,6.62,30.09,4.4,5.0,2
Exact match,A,Monday,0,Nov,1,91,3.4339872044851463,4.494356528290166,4.436437365477953,0.19867069479548416,0.1588730602288581,94.0,6.51,16.04,8.02,4.0,2
Exact match,B,Wednesday,0,Nov,0,82,3.4339872044851463,4.494356528290166,4.436437365477953,0.19867069479548416,0.1588730602288581,94.0,6.51,16.04,1.17,4.0,1
Exact match,USA,Saturday,1,Jun,0,100,6.78105762593618,6.75681718084545,6.75681718084545,0.3281156420302711,0.01874946525887221,84.0,2.8,8.32,3.14,3.0,1
Broad match,USA,Thursday,0,Nov,0,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.52,4.0,8
Phrase match,USA,Thursday,0,Feb,0,214,7.3783837129967145,7.279091278266788,6.896728021129394,-0.1717516294917143,0.23484122101696547,88.0,4.0,12.65,78.75,2.0,7
Exact match,USA,Saturday,1,Dec,0,44,7.783640596221253,6.514364763991999,6.724547509960745,0.19882311987885082,-0.17074374443642332,89.0,4.82,14.67,5.55,5.0,1
Phrase match,USA,Saturday,1,Dec,0,44,3.713572066704308,3.3041656155645724,3.334118270224289,0.0,-0.01697049576765977,68.0,9.63,29.08,7.63,5.0,1
Exact match,B,Thursday,0,Aug,0,39,4.709530201312334,4.789273431000946,4.789273431000946,0.0,3.592858610427865e-16,86.0,4.88,20.92,1.86,5.0,2
Exact match,USA,Thursday,0,Feb,0,214,3.044522437723423,4.025114346173935,3.8227457294025946,1.2755429968271876,0.16449182752852762,86.0,4.39,16.59,6.65,4.0,1
Broad match,B,Wednesday,0,Dec,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32,4.0,7
Broad match,A,Thursday,0,Nov,1,74,3.044522437723423,2.3978952727983707,2.3978952727983707,0.0,-5.934391687221749e-16,35.0,3.81,14.11,1.64,4.0,2
Broad match,USA,Monday,0,Aug,0,35,6.175867270105761,6.379440808265604,6.277654039185681,0.4047718671791882,0.06370880237703634,56.0,3.13,9.16,12.9,5.0,2
Exact match,A,Wednesday,0,Mar,0,208,4.709530201312334,4.789273431000946,5.1737853028022585,-0.23922968906583453,-0.15048930529880672,86.0,4.88,20.92,11.2,5.0,1
Exact match,A,Friday,0,Jun,0,94,3.9318256327243257,3.1743440266439973,3.2392548211042844,0.0,-0.033382694293861925,92.0,6.62,30.09,18.66,5.0,2
Broad match,A,Thursday,0,Dec,1,46,3.044522437723423,3.3041656155645716,3.3041656155645716,-0.38946476676172326,-0.04451025905848269,62.0,1.88,6.47,7.2,4.0,4
Phrase match,A,Tuesday,0,Feb,0,6,9.200391041122515,8.930114634833352,8.829106028078414,0.40541460943374474,0.08657880578994598,71.0,3.57,11.25,14.08,4.0,4
Broad match,USA,Monday,0,Dec,0,63,6.78105762593618,7.245195566889979,7.397665454689204,-0.389830852576325,-0.13570354059874845,80.0,4.81,13.33,0.58,4.0,1
Broad match,B,Wednesday,0,Nov,0,82,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,100.0,0.0,0.0,12.16,4.0,19
Exact match,A,Monday,0,Oct,0,126,4.948759890378168,5.211728415493796,5.246760844989364,-0.21019457697340638,-0.018016678026292133,83.0,4.17,14.99,3.11,2.0,1
Exact match,USA,Tuesday,0,Jul,0,83,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.05542518556500439,94.0,6.24,20.12,31.86,5.0,3
Phrase match,USA,Sunday,1,Jan,0,29,2.3978952727983707,2.958801638335647,3.149545903863018,-0.6466271649250523,-0.10659926436755526,86.0,0.0,0.0,4.11,4.0,3
Broad match,USA,Friday,0,Nov,0,87,4.2626798770413155,4.428132963358339,4.290264046146995,0.2481796294755343,0.0709040145658335,80.0,5.35,22.88,97.58,5.0,82
Phrase match,USA,Sunday,1,Sep,0,8,2.3978952727983707,2.613437661106721,2.721208855260896,-0.6466271649250523,-0.018475061855001387,51.0,4.64,14.89,3.63,4.0,1
Phrase match,USA,Monday,0,Nov,0,77,2.3978952727983707,2.3978952727983707,2.613437661106721,0.0,-0.11085037113000873,51.0,4.64,14.89,17.28,4.0,12
Phrase match,C,Tuesday,0,Nov,0,83,5.968707559985366,5.352680699100474,5.29992641345102,0.21266227384662706,0.14787651294334908,64.0,3.28,9.96,0.64,2.0,1
Phrase match,USA,Thursday,0,Jan,0,32,8.999742789830492,8.728097421323477,8.762225147680432,0.20063703109587827,-0.005850467375477662,85.0,4.18,13.54,13.74,4.0,3
Broad match,USA,Thursday,0,Nov,1,74,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,94.0,6.24,20.12,2.46,5.0,2
Exact match,USA,Saturday,1,Dec,0,58,2.3978952727983707,2.7432592500272954,2.605113659135726,-1.0360919316867756,0.10360919316867759,50.0,0.0,0.0,9.58,4.0,2
Exact match,A,Monday,0,Dec,0,49,8.999742789830492,9.87085844732769,10.085796638537378,0.201406652239136,-0.28195463719792163,78.0,3.74,13.2,1.18,4.0,1
Phrase match,USA,Friday,0,Nov,0,73,7.550135342488429,7.627970427066036,7.608511655921635,0.23350525373282416,0.07005157611984544,51.0,9.4,29.22,4.85,3.0,1
Broad match,USA,Sunday,1,Oct,0,106,3.9318256327243257,4.042110380829989,4.138616026462077,0.0,-0.054355738601728265,67.0,5.0,13.97,0.81,4.0,1
Phrase match,USA,Saturday,1,Nov,0,86,7.550135342488429,7.627970427066036,7.608511655921635,0.23350525373282416,0.07005157611984544,51.0,9.4,29.22,4.56,3.0,1
Exact match,USA,Tuesday,0,Jan,0,13,3.4339872044851463,4.640323322910606,4.492864871555216,0.686080013336853,0.1036877360422786,94.0,6.51,16.04,3.22,4.0,1
Exact match,C,Wednesday,0,Dec,0,68,5.771441123130016,4.2626798770413155,4.361951728831529,0.0,-0.07445388884266059,90.0,4.37,13.32,2.04,4.0,1
Broad match,USA,Saturday,1,Nov,0,72,3.9318256327243257,3.7658794899779324,4.000500581036048,-0.49783842823917945,-0.13020422876829868,67.0,5.0,13.97,5.43,4.0,3
Broad match,A,Wednesday,0,Nov,0,89,2.3978952727983707,1.598596848532247,1.798421454598778,0.0,0.2397895272798366,33.0,0.0,0.0,3.34,4.0,1
Exact match,USA,Monday,0,Mar,0,210,2.3978952727983707,3.1743440266439973,3.10943323218371,-0.38946476676172326,0.03338269429386204,88.0,4.34,11.78,25.22,3.0,2
Broad match,USA,Sunday,1,Nov,0,71,4.2626798770413155,4.428132963358339,4.290264046146995,0.2481796294755343,0.0709040145658335,80.0,5.35,22.88,114.0,5.0,75
Exact match,USA,Tuesday,0,Mar,0,209,6.78105762593618,8.12073150889374,8.559002267662686,-0.4053262674276228,-0.3524965054051542,80.0,4.81,13.33,6.88,4.0,1
Broad match,A,Friday,0,Jan,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.56,5.0,6
Broad match,B,Sunday,1,Oct,0,113,6.78105762593618,7.627970427066036,7.666887969354842,0.23350525373282416,-0.02001473603424216,80.0,4.81,13.33,0.54,4.0,3
Broad match,USA,Wednesday,0,Jan,0,19,3.9318256327243257,4.162370483420825,4.047098058072575,-0.7972874398125418,0.027905372445556534,67.0,5.0,13.97,41.0,4.0,4
Broad match,C,Monday,0,Dec,0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,5.0,2
Phrase match,USA,Monday,0,Mar,0,210,8.999742789830492,8.99837008754726,8.897361480792322,-0.2006482512920229,0.040482310268488995,85.0,4.18,13.54,24.18,4.0,2
Phrase match,USA,Wednesday,0,Nov,0,96,2.3978952727983707,2.3978952727983707,2.613437661106721,0.0,-0.11085037113000873,51.0,4.64,14.89,67.32,4.0,34
Broad match,B,Saturday,1,Dec,0,44,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,100.0,0.0,0.0,0.5700000000000001,4.0,3
Phrase match,USA,Sunday,1,Feb,0,218,4.2626798770413155,4.797269942667335,4.57260858451301,-0.995958134608026,-0.17000361917215687,86.0,5.66,26.82,9.22,5.0,1
Broad match,USA,Wednesday,0,Jan,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.34,5.0,2
Exact match,B,Wednesday,0,Jan,0,26,6.78105762593618,6.9535669612546345,6.867312293595408,0.26213369919728446,0.06663559208624968,80.0,8.52,38.89,3.55,4.0,1
Phrase match,USA,Saturday,1,Dec,0,65,7.3783837129967145,6.690011017961706,6.525543268279395,0.3281156420302711,0.16645981382977687,88.0,4.0,12.65,0.91,2.0,1
Exact match,C,Tuesday,0,Dec,0,62,4.709530201312334,5.558297174603573,5.218790385287077,0.40418715266267213,0.33733449233564244,86.0,4.88,20.92,1.07,5.0,1
Broad match,USA,Thursday,0,Nov,0,81,3.044522437723423,3.3041656155645724,3.4156738870613856,0.0,-0.0510682593673578,62.0,1.88,6.47,47.97,4.0,41
Broad match,A,Saturday,1,Nov,0,79,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,33.0,0.0,0.0,6.58,4.0,7
Exact match,USA,Wednesday,0,Nov,0,96,4.51085950651685,5.138571388379229,5.245058643115096,0.43213335519032636,-0.21235607584704733,80.0,6.34,22.72,18.03,3.0,3
Broad match,A,Tuesday,0,Dec,0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,5.0,2
Phrase match,A,Tuesday,0,Jan,0,13,3.713572066704308,3.6203771126312545,3.4622713640979126,0.2795848622191617,0.059056398287905425,87.0,3.22,10.38,1.5,4.0,1
Broad match,USA,Saturday,1,Jul,0,72,12.211065162153215,12.279962857788064,12.21262095185684,-0.3993840664764736,0.011811033537402323,4.0,2.12,6.07,249.76,4.0,28
Broad match,A,Thursday,0,Nov,0,95,3.9318256327243257,3.7658794899779324,4.000500581036048,-0.49783842823917945,-0.13020422876829868,67.0,5.0,13.97,1.88,4.0,2
Exact match,USA,Tuesday,0,Dec,0,48,4.2626798770413155,3.96935919215665,3.9227617151201226,0.33085424431698973,0.10269587292696664,86.0,5.66,26.82,1.52,5.0,1
Broad match,USA,Sunday,1,Dec,0,57,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,100.0,0.0,0.0,3.14,4.0,2
Exact match,USA,Monday,0,Nov,0,98,8.999742789830492,10.072483741167291,10.206633291912425,-1.2080385713497748,-0.3222359676457518,78.0,3.74,13.2,7.11,4.0,1
Exact match,C,Tuesday,0,Dec,0,48,7.783640596221253,7.7058055116436455,7.609187118083216,-0.23350525373282416,0.04052568832245416,83.0,6.68,24.85,0.46,5.0,1
Broad match,B,Monday,0,Aug,0,56,2.3978952727983707,2.958801638335647,2.6783484555670083,-0.38946476676172326,0.1811831891338739,90.0,4.18,13.2,0.35,4.0,1
Broad match,A,Monday,0,Nov,0,77,6.78105762593618,7.501554805740729,7.564762616403382,-0.612752117708748,-0.06752128078129402,80.0,4.81,13.33,5.16,4.0,6
Broad match,A,Wednesday,0,Oct,0,103,6.78105762593618,7.627970427066036,7.666887969354842,0.23350525373282416,-0.02001473603424216,80.0,4.81,13.33,2.92,4.0,4
Exact match,USA,Sunday,1,Jun,0,106,7.3783837129967145,7.3783837129967145,7.407008984578667,0.0,-0.024535947070244726,88.0,4.0,12.65,9.06,2.0,1
