Day,Keyword,Match type,Region,Cost,Clicks,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,llm_relevance_score
2024-02-19,system engineering training,Phrase match,USA,39.57,5,Monday,0,Feb,1,49,High,77.0,2.84,9.17,3.9318256327243257,4.948759890378168,5.013061112419666,0.0,-0.044092266542741114,4
2024-02-19,system engineering education,Broad match,USA,81.02,12,Monday,0,Feb,1,49,Medium,50.0,3.75,9.14,3.044522437723423,3.1743440266439973,3.224678581023163,0.0,-0.12332300286172296,4
2024-02-19,system engineering education,Exact match,USA,12.52,1,Monday,0,Feb,1,49,Medium,50.0,3.75,9.14,3.044522437723423,3.1743440266439973,3.224678581023163,0.0,-0.12332300286172296,4
2024-02-19,incose certification,Broad match,USA,9.66,1,Monday,0,Feb,1,49,Low,14.0,2.48,9.22,5.771441123130016,5.972005317740382,6.004883057216272,0.20715971012039525,-0.005636183910152832,5
2024-02-20,computer science course online,Broad match,A,18.73,11,Tuesday,0,Feb,0,48,Low,17.0,7.86,43.44,8.188966863648876,7.513469340738227,7.411343987786769,0.40525688322453846,0.0756791462735804,4
2024-02-20,information technology certificate programs,Phrase match,A,4.43,1,Tuesday,0,Feb,0,48,High,71.0,5.55,26.71,7.3783837129967145,7.492884799324524,7.56042761319528,-0.1717516294917143,-0.057893840460648646,5
2024-02-20,online architecture program,Broad match,A,2.04,1,Tuesday,0,Feb,0,48,Medium,50.0,4.64,49.99,5.968707559985366,5.421654271036249,5.422199914563929,0.41958298965394913,0.035706672850184355,4
2024-02-20,engineering technology degree online,Broad match,A,0.75,1,Tuesday,0,Feb,0,48,High,71.0,4.48,23.06,5.771441123130016,6.041058554447179,5.972005317740382,0.4044261469757453,0.046785460983801895,5
2024-02-20,architecture degree online,Broad match,A,10.18,4,Tuesday,0,Feb,0,48,High,73.0,4.2,46.65,6.3818160174060985,6.913360158739281,6.746999648012115,0.5973260870605346,0.13114223841464334,5
2024-02-20,online engineering degree courses,Phrase match,A,3.85,4,Tuesday,0,Feb,0,48,Low,21.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,5
2024-02-20,online technology courses,Phrase match,A,43.13,23,Tuesday,0,Feb,0,48,Low,17.0,5.22,34.91,4.948759890378168,4.042110380829989,4.047098058072575,0.33085424431698973,0.0038692333207825088,4
2024-02-20,online tech courses,Phrase match,A,4.66,3,Tuesday,0,Feb,0,48,Low,27.0,6.37,37.94,5.771441123130016,6.3818160174060985,6.3818160174060985,0.0,0.0,4
2024-02-20,mbse course,Broad match,A,2.1,2,Tuesday,0,Feb,0,48,High,82.0,2.83,8.0,3.713572066704308,4.577083071448677,4.608703197179643,0.19867069479548416,-0.04411374000685946,4
2024-02-20,model based systems engineering course,Broad match,A,3.27,2,Tuesday,0,Feb,0,48,High,82.0,2.83,8.0,3.713572066704308,4.577083071448677,4.608703197179643,0.19867069479548416,-0.04411374000685946,4
2024-02-20,model based systems engineering course,Exact match,A,3.33,2,Tuesday,0,Feb,0,48,High,82.0,2.83,8.0,3.713572066704308,4.577083071448677,4.608703197179643,0.19867069479548416,-0.04411374000685946,4
2024-02-20,embedded technology,Broad match,A,1.18,1,Tuesday,0,Feb,0,48,Low,9.0,1.97,10.57,4.709530201312334,5.0831259714108015,5.112394763956731,0.4030982430978982,0.007981663439115912,3
2024-02-20,embedded systems engineering,Broad match,A,4.09,3,Tuesday,0,Feb,0,48,Low,12.0,1.27,8.12,7.3783837129967145,7.083510578780078,7.039821628913862,0.26213369919728446,0.037447671313897625,3
2024-02-20,embedded systems programmer,Broad match,A,5.26,3,Tuesday,0,Feb,0,48,Low,25.0,1.73,8.71,5.564520407322694,6.037760796692164,6.072287415045563,0.20715971012039525,0.005918848860582965,3
2024-02-20,aerospace masters programs,Broad match,A,0.58,1,Tuesday,0,Feb,0,48,High,72.0,3.28,16.4,3.713572066704308,4.428132963358339,4.469496234937594,0.0,-0.007090846556443819,5
2024-02-20,embedded engineering,Broad match,A,1.25,1,Tuesday,0,Feb,0,48,Low,10.0,1.57,10.44,6.580639137284949,6.690011017961706,6.7355343219489425,0.3281156420302711,-0.0046625196488489645,3
2024-02-20,sysml training,Broad match,A,2.66,2,Tuesday,0,Feb,0,48,Medium,62.0,1.63,5.06,4.2626798770413155,4.345406420199827,4.290264046146995,0.0,-4.450998604442487e-06,4
2024-02-20,mbse training,Broad match,A,4.78,3,Tuesday,0,Feb,0,48,Medium,61.0,2.59,7.15,3.9318256327243257,4.494356528290166,4.641814979645556,0.2481796294755343,-0.07351811816732297,4
2024-02-20,system engineering training,Broad match,A,1.17,1,Tuesday,0,Feb,0,48,High,77.0,2.84,9.17,3.9318256327243257,4.948759890378168,5.013061112419666,0.0,-0.044092266542741114,4
2024-02-20,system engineering training course,Phrase match,A,4.26,1,Tuesday,0,Feb,0,48,Medium,51.0,3.53,8.78,2.3978952727983707,2.828980049415072,2.721208855260897,0.0,0.12932543298501034,5
2024-02-20,msc engineering,Broad match,A,2.74,2,Tuesday,0,Feb,0,48,Low,6.0,3.98,16.2,5.14166355650266,5.493632982707151,5.422745558091609,0.21266227384662706,0.036456389802278735,3
2024-02-20,mit systems engineering,Exact match,A,7.7,2,Tuesday,0,Feb,0,48,Medium,46.0,2.69,10.75,5.351858133476067,5.557474608979167,5.629971080086705,0.6168494265092992,-0.013859401672335113,4
2024-02-20,mit mbse,Exact match,A,1.01,1,Tuesday,0,Feb,0,48,Medium,50.0,2.96,10.95,2.3978952727983707,3.6203771126312545,3.6203771126312545,0.2795848622191617,-0.015976277841095128,5
2024-02-20,mit system engineering,Exact match,A,0.32,2,Tuesday,0,Feb,0,48,Medium,46.0,2.69,10.75,5.351858133476067,5.557474608979167,5.629971080086705,0.6168494265092992,-0.013859401672335113,4
2024-02-20,mit systems architecture,Exact match,A,4.65,1,Tuesday,0,Feb,0,48,Medium,63.0,2.97,11.89,2.3978952727983707,2.3978952727983707,2.6134376611067216,0.0,-0.14780049484001193,4
2024-02-20,mit systems architecture,Broad match,A,9.34,4,Tuesday,0,Feb,0,48,Medium,63.0,2.97,11.89,2.3978952727983707,2.3978952727983707,2.6134376611067216,0.0,-0.14780049484001193,4
2024-02-20,mit xpro systems engineering,Exact match,A,8.11,2,Tuesday,0,Feb,0,48,Medium,53.0,4.25,18.02,3.044522437723423,3.96935919215665,4.024501566209481,0.5491078103370075,0.021924610753057818,5
2024-02-20,embedded technology,Broad match,B,1.1,1,Tuesday,0,Feb,0,48,Low,9.0,1.97,10.57,4.709530201312334,5.0831259714108015,5.112394763956731,0.4030982430978982,0.007981663439115912,3
2024-02-20,aerospace schools,Broad match,B,0.72,1,Tuesday,0,Feb,0,48,Low,22.0,2.37,9.89,5.968707559985366,6.106814033398963,6.072287415045563,0.0,0.017756546581747818,4
2024-02-20,mit systems engineering,Exact match,B,0.04,1,Tuesday,0,Feb,0,48,Medium,46.0,2.69,10.75,5.351858133476067,5.557474608979167,5.629971080086705,0.6168494265092992,-0.013859401672335113,4
2024-02-20,mit mbse,Exact match,B,0.66,2,Tuesday,0,Feb,0,48,Medium,50.0,2.96,10.95,2.3978952727983707,3.6203771126312545,3.6203771126312545,0.2795848622191617,-0.015976277841095128,5
2024-02-20,mit xpro systems engineering,Exact match,B,0.11,2,Tuesday,0,Feb,0,48,Medium,53.0,4.25,18.02,3.044522437723423,3.96935919215665,4.024501566209481,0.5491078103370075,0.021924610753057818,5
2024-02-20,system engineering education,Broad match,B,4.68,2,Tuesday,0,Feb,0,48,Medium,50.0,3.75,9.14,3.044522437723423,3.1743440266439973,3.224678581023163,0.0,-0.12332300286172296,4
2024-02-20,information technology programs,Phrase match,B,1.81,1,Tuesday,0,Feb,0,48,High,69.0,10.81,40.0,3.713572066704308,4.8690166606895575,4.861295656866001,0.0,0.042334404495324045,4
2024-02-20,it degree programs,Phrase match,B,1.7,2,Tuesday,0,Feb,0,48,Medium,37.0,11.68,52.74,5.564520407322694,5.077362334461163,4.785859431375665,0.0,0.17229145649654076,5
2024-02-20,engineering technology degree online,Broad match,B,3.15,2,Tuesday,0,Feb,0,48,High,71.0,4.48,23.06,5.771441123130016,6.041058554447179,5.972005317740382,0.4044261469757453,0.046785460983801895,5
2024-02-20,architecture degree online,Broad match,B,1.59,1,Tuesday,0,Feb,0,48,High,73.0,4.2,46.65,6.3818160174060985,6.913360158739281,6.746999648012115,0.5973260870605346,0.13114223841464334,5
2024-02-20,online engineering degree courses,Phrase match,B,4.02,1,Tuesday,0,Feb,0,48,Low,21.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,5
2024-02-20,online technology courses,Phrase match,B,62.41,33,Tuesday,0,Feb,0,48,Low,17.0,5.22,34.91,4.948759890378168,4.042110380829989,4.047098058072575,0.33085424431698973,0.0038692333207825088,4
2024-02-20,online tech courses,Phrase match,B,2.93,2,Tuesday,0,Feb,0,48,Low,27.0,6.37,37.94,5.771441123130016,6.3818160174060985,6.3818160174060985,0.0,0.0,4
2024-02-20,mbse course,Broad match,B,0.87,1,Tuesday,0,Feb,0,48,High,82.0,2.83,8.0,3.713572066704308,4.577083071448677,4.608703197179643,0.19867069479548416,-0.04411374000685946,4
2024-02-20,model based systems engineering course,Broad match,B,1.15,1,Tuesday,0,Feb,0,48,High,82.0,2.83,8.0,3.713572066704308,4.577083071448677,4.608703197179643,0.19867069479548416,-0.04411374000685946,4
2024-02-20,sysml training,Broad match,B,0.68,1,Tuesday,0,Feb,0,48,Medium,62.0,1.63,5.06,4.2626798770413155,4.345406420199827,4.290264046146995,0.0,-4.450998604442487e-06,4
2024-02-20,system engineering training,Broad match,B,6.66,3,Tuesday,0,Feb,0,48,High,77.0,2.84,9.17,3.9318256327243257,4.948759890378168,5.013061112419666,0.0,-0.044092266542741114,4
2024-02-20,systems engineering certificate online,Broad match,B,0.92,1,Tuesday,0,Feb,0,48,High,82.0,4.15,11.06,3.4339872044851463,5.147427193452298,5.179577804473047,-0.21019457697340638,0.0064995853663519215,4
2024-02-20,aerospace schools,Broad match,USA,5.35,2,Tuesday,0,Feb,0,48,Low,22.0,2.37,9.89,5.968707559985366,6.106814033398963,6.072287415045563,0.0,0.017756546581747818,4
2024-02-20,embedded engineering,Broad match,USA,4.6,1,Tuesday,0,Feb,0,48,Low,10.0,1.57,10.44,6.580639137284949,6.690011017961706,6.7355343219489425,0.3281156420302711,-0.0046625196488489645,3
2024-02-20,mit systems engineering,Exact match,USA,4.62,1,Tuesday,0,Feb,0,48,Medium,46.0,2.69,10.75,5.351858133476067,5.557474608979167,5.629971080086705,0.6168494265092992,-0.013859401672335113,4
2024-02-20,mit architecture and systems engineering,Exact match,USA,24.09,3,Tuesday,0,Feb,0,48,Medium,49.0,2.51,15.17,3.044522437723423,3.044522437723423,3.1743440266439973,0.0,-0.0890205181169653,4
2024-02-20,mit mbse,Exact match,USA,15.58,3,Tuesday,0,Feb,0,48,Medium,50.0,2.96,10.95,2.3978952727983707,3.6203771126312545,3.6203771126312545,0.2795848622191617,-0.015976277841095128,5
2024-02-20,mit systems engineering masters,Exact match,USA,5.3,1,Tuesday,0,Feb,0,48,Medium,60.0,4.27,17.3,3.713572066704308,3.3973605696376254,3.591841912507636,0.6690496289808849,-0.0840426984920536,5
2024-02-20,mit systems architecture,Exact match,USA,8.41,1,Tuesday,0,Feb,0,48,Medium,63.0,2.97,11.89,2.3978952727983707,2.3978952727983707,2.6134376611067216,0.0,-0.14780049484001193,4
2024-02-20,mit xpro systems engineering,Exact match,USA,4.36,2,Tuesday,0,Feb,0,48,Medium,53.0,4.25,18.02,3.044522437723423,3.96935919215665,4.024501566209481,0.5491078103370075,0.021924610753057818,5
2024-02-20,information technology programs,Phrase match,USA,7.81,1,Tuesday,0,Feb,0,48,High,69.0,10.81,40.0,3.713572066704308,4.8690166606895575,4.861295656866001,0.0,0.042334404495324045,4
2024-02-20,information technology certificate programs,Phrase match,USA,12.14,2,Tuesday,0,Feb,0,48,High,71.0,5.55,26.71,7.3783837129967145,7.492884799324524,7.56042761319528,-0.1717516294917143,-0.057893840460648646,5
2024-02-20,online architecture program,Broad match,USA,17.17,3,Tuesday,0,Feb,0,48,Medium,50.0,4.64,49.99,5.968707559985366,5.421654271036249,5.422199914563929,0.41958298965394913,0.035706672850184355,4
2024-02-20,engineering technology degree online,Broad match,USA,11.92,4,Tuesday,0,Feb,0,48,High,71.0,4.48,23.06,5.771441123130016,6.041058554447179,5.972005317740382,0.4044261469757453,0.046785460983801895,5
2024-02-20,architecture degree online,Broad match,USA,26.33,5,Tuesday,0,Feb,0,48,High,73.0,4.2,46.65,6.3818160174060985,6.913360158739281,6.746999648012115,0.5973260870605346,0.13114223841464334,5
2024-02-20,online engineering degree courses,Phrase match,USA,42.88,6,Tuesday,0,Feb,0,48,Low,21.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,5
2024-02-20,online technology courses,Phrase match,USA,211.66,46,Tuesday,0,Feb,0,48,Low,17.0,5.22,34.91,4.948759890378168,4.042110380829989,4.047098058072575,0.33085424431698973,0.0038692333207825088,4
2024-02-20,online tech courses,Phrase match,USA,33.99,13,Tuesday,0,Feb,0,48,Low,27.0,6.37,37.94,5.771441123130016,6.3818160174060985,6.3818160174060985,0.0,0.0,4
2024-02-20,mbse course,Broad match,USA,27.96,5,Tuesday,0,Feb,0,48,High,82.0,2.83,8.0,3.713572066704308,4.577083071448677,4.608703197179643,0.19867069479548416,-0.04411374000685946,4
2024-02-20,model based systems engineering course,Broad match,USA,21.47,3,Tuesday,0,Feb,0,48,High,82.0,2.83,8.0,3.713572066704308,4.577083071448677,4.608703197179643,0.19867069479548416,-0.04411374000685946,4
2024-02-20,sysml training,Broad match,USA,17.21,1,Tuesday,0,Feb,0,48,Medium,62.0,1.63,5.06,4.2626798770413155,4.345406420199827,4.290264046146995,0.0,-4.450998604442487e-06,4
2024-02-20,mbse training,Broad match,USA,27.64,3,Tuesday,0,Feb,0,48,Medium,61.0,2.59,7.15,3.9318256327243257,4.494356528290166,4.641814979645556,0.2481796294755343,-0.07351811816732297,4
2024-02-20,system engineering training,Phrase match,USA,40.17,4,Tuesday,0,Feb,0,48,High,77.0,2.84,9.17,3.9318256327243257,4.948759890378168,5.013061112419666,0.0,-0.044092266542741114,4
2024-02-20,system engineering education,Broad match,USA,67.54,9,Tuesday,0,Feb,0,48,Medium,50.0,3.75,9.14,3.044522437723423,3.1743440266439973,3.224678581023163,0.0,-0.12332300286172296,4
2024-02-20,system engineering schools,Broad match,USA,15.54,3,Tuesday,0,Feb,0,48,High,68.0,5.32,17.99,4.948759890378168,4.8690166606895575,4.9088882755338625,0.23922968906583453,-0.020505401919928664,4
2024-02-20,system engineering education,Exact match,USA,7.42,1,Tuesday,0,Feb,0,48,Medium,50.0,3.75,9.14,3.044522437723423,3.1743440266439973,3.224678581023163,0.0,-0.12332300286172296,4
2024-02-20,systems engineering certificate online,Exact match,USA,4.6,1,Tuesday,0,Feb,0,48,High,82.0,4.15,11.06,3.4339872044851463,5.147427193452298,5.179577804473047,-0.21019457697340638,0.0064995853663519215,4
2024-02-21,computer science course online,Broad match,A,38.97,26,Wednesday,0,Feb,0,47,Low,17.0,7.86,43.44,8.188966863648876,7.513469340738227,7.411343987786769,0.40525688322453846,0.0756791462735804,4
2024-02-21,online architecture program,Broad match,A,4.97,3,Wednesday,0,Feb,0,47,Medium,50.0,4.64,49.99,5.968707559985366,5.421654271036249,5.422199914563929,0.41958298965394913,0.035706672850184355,4
2024-02-21,engineering technology degree online,Broad match,A,0.22,1,Wednesday,0,Feb,0,47,High,71.0,4.48,23.06,5.771441123130016,6.041058554447179,5.972005317740382,0.4044261469757453,0.046785460983801895,5
2024-02-21,architecture degree online,Broad match,A,3.28,3,Wednesday,0,Feb,0,47,High,73.0,4.2,46.65,6.3818160174060985,6.913360158739281,6.746999648012115,0.5973260870605346,0.13114223841464334,5
2024-02-21,online engineering degree courses,Phrase match,A,5.9,2,Wednesday,0,Feb,0,47,Low,21.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,5
2024-02-21,online technology courses,Phrase match,A,37.62,24,Wednesday,0,Feb,0,47,Low,17.0,5.22,34.91,4.948759890378168,4.042110380829989,4.047098058072575,0.33085424431698973,0.0038692333207825088,4
2024-02-21,online tech courses,Phrase match,A,5.51,5,Wednesday,0,Feb,0,47,Low,27.0,6.37,37.94,5.771441123130016,6.3818160174060985,6.3818160174060985,0.0,0.0,4
2024-02-21,mbse course,Broad match,A,0.73,1,Wednesday,0,Feb,0,47,High,82.0,2.83,8.0,3.713572066704308,4.577083071448677,4.608703197179643,0.19867069479548416,-0.04411374000685946,4
2024-02-21,model based systems engineering course,Broad match,A,6.0,1,Wednesday,0,Feb,0,47,High,82.0,2.83,8.0,3.713572066704308,4.577083071448677,4.608703197179643,0.19867069479548416,-0.04411374000685946,4
2024-02-21,model based systems engineering course,Exact match,A,3.71,2,Wednesday,0,Feb,0,47,High,82.0,2.83,8.0,3.713572066704308,4.577083071448677,4.608703197179643,0.19867069479548416,-0.04411374000685946,4
2024-02-21,model based systems engineering course,Phrase match,A,1.77,1,Wednesday,0,Feb,0,47,High,82.0,2.83,8.0,3.713572066704308,4.577083071448677,4.608703197179643,0.19867069479548416,-0.04411374000685946,4
2024-02-21,embedded systems development,Broad match,A,2.33,1,Wednesday,0,Feb,0,47,Low,13.0,4.9,10.81,6.175867270105761,6.514364763991999,6.83352021046674,0.19882311987885082,-0.19097302582595233,3
2024-02-21,mechatronic systems engineering,Broad match,A,2.0,1,Wednesday,0,Feb,0,47,Low,1.0,0.0,0.0,2.3978952727983707,3.4205155127490077,3.59319750136347,1.533930359925955,-0.06035996967377054,3
2024-02-21,embedded systems engineering,Broad match,A,0.97,1,Wednesday,0,Feb,0,47,Low,12.0,1.27,8.12,7.3783837129967145,7.083510578780078,7.039821628913862,0.26213369919728446,0.037447671313897625,3
2024-02-21,computer systems engineering,Broad match,A,1.73,1,Wednesday,0,Feb,0,47,Low,9.0,4.09,16.17,6.78105762593618,6.823623343729193,6.888595152491914,0.12769715337904053,-0.018820112691794486,3
2024-02-21,propulsion systems,Broad match,A,1.84,2,Wednesday,0,Feb,0,47,Low,1.0,1.2,4.51,6.90875477931522,6.823623343729193,6.844906202625698,0.12769715337904053,0.003648490096543753,3
2024-02-21,aerospace masters programs,Broad match,A,0.69,2,Wednesday,0,Feb,0,47,High,72.0,3.28,16.4,3.713572066704308,4.428132963358339,4.469496234937594,0.0,-0.007090846556443819,5
2024-02-21,aerospace electronic engineering,Broad match,A,0.63,1,Wednesday,0,Feb,0,47,Low,0.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,3
2024-02-21,mbse certificate,Broad match,A,2.56,1,Wednesday,0,Feb,0,47,Low,30.0,3.38,9.12,2.3978952727983707,2.828980049415072,2.721208855260897,0.0,0.05542518556500439,5
2024-02-21,mbse training,Broad match,A,1.22,1,Wednesday,0,Feb,0,47,Medium,61.0,2.59,7.15,3.9318256327243257,4.494356528290166,4.641814979645556,0.2481796294755343,-0.07351811816732297,4
2024-02-21,system engineering training course,Phrase match,A,1.33,1,Wednesday,0,Feb,0,47,Medium,51.0,3.53,8.78,2.3978952727983707,2.828980049415072,2.721208855260897,0.0,0.12932543298501034,5
2024-02-21,msc engineering,Broad match,A,2.21,1,Wednesday,0,Feb,0,47,Low,6.0,3.98,16.2,5.14166355650266,5.493632982707151,5.422745558091609,0.21266227384662706,0.036456389802278735,3
2024-02-21,mit systems engineering,Exact match,A,0.53,1,Wednesday,0,Feb,0,47,Medium,46.0,2.69,10.75,5.351858133476067,5.557474608979167,5.629971080086705,0.6168494265092992,-0.013859401672335113,4
2024-02-21,mit model based systems engineering,Broad match,A,5.65,2,Wednesday,0,Feb,0,47,Medium,45.0,0.0,0.0,2.3978952727983707,2.7432592500272954,2.7432592500272954,1.0360919316867756,1.1976195368092883e-16,4
2024-02-21,mit system engineering,Exact match,A,1.05,1,Wednesday,0,Feb,0,47,Medium,46.0,2.69,10.75,5.351858133476067,5.557474608979167,5.629971080086705,0.6168494265092992,-0.013859401672335113,4
2024-02-21,mit system engineering,Phrase match,A,9.88,2,Wednesday,0,Feb,0,47,Medium,46.0,2.69,10.75,5.351858133476067,5.557474608979167,5.629971080086705,0.6168494265092992,-0.013859401672335113,4
2024-02-21,mit model based systems engineering,Exact match,A,5.6,1,Wednesday,0,Feb,0,47,Medium,45.0,0.0,0.0,2.3978952727983707,2.7432592500272954,2.7432592500272954,1.0360919316867756,1.1976195368092883e-16,4
2024-02-21,mit systems architecture,Exact match,A,1.85,1,Wednesday,0,Feb,0,47,Medium,63.0,2.97,11.89,2.3978952727983707,2.3978952727983707,2.6134376611067216,0.0,-0.14780049484001193,4
2024-02-21,mit systems architecture,Broad match,A,1.39,1,Wednesday,0,Feb,0,47,Medium,63.0,2.97,11.89,2.3978952727983707,2.3978952727983707,2.6134376611067216,0.0,-0.14780049484001193,4
2024-02-21,xpro architecture of complex systems,Exact match,A,5.64,1,Wednesday,0,Feb,0,47,Missing,0.0,0.0,0.0,0.0,1.598596848532247,0.7992984242661235,0.0,0.5480903480681989,3
2024-02-21,embedded technology,Broad match,B,6.76,2,Wednesday,0,Feb,0,47,Low,9.0,1.97,10.57,4.709530201312334,5.0831259714108015,5.112394763956731,0.4030982430978982,0.007981663439115912,3
2024-02-21,aerospace schools,Broad match,B,0.94,1,Wednesday,0,Feb,0,47,Low,22.0,2.37,9.89,5.968707559985366,6.106814033398963,6.072287415045563,0.0,0.017756546581747818,4
2024-02-21,aerospace technology,Broad match,B,0.88,1,Wednesday,0,Feb,0,47,Low,9.0,2.09,6.43,6.78105762593618,6.866189061522206,6.909878011388422,0.12769715337904053,-0.044744651506986324,3
2024-02-21,embedded engineering,Broad match,B,1.49,1,Wednesday,0,Feb,0,47,Low,10.0,1.57,10.44,6.580639137284949,6.690011017961706,6.7355343219489425,0.3281156420302711,-0.0046625196488489645,3
2024-02-21,mit architecture and systems engineering,Exact match,B,2.24,1,Wednesday,0,Feb,0,47,Medium,49.0,2.51,15.17,3.044522437723423,3.044522437723423,3.1743440266439973,0.0,-0.0890205181169653,4
2024-02-21,mit system engineering,Exact match,B,1.8,1,Wednesday,0,Feb,0,47,Medium,46.0,2.69,10.75,5.351858133476067,5.557474608979167,5.629971080086705,0.6168494265092992,-0.013859401672335113,4
2024-02-21,mit model based systems engineering,Exact match,B,0.11,1,Wednesday,0,Feb,0,47,Medium,45.0,0.0,0.0,2.3978952727983707,2.7432592500272954,2.7432592500272954,1.0360919316867756,1.1976195368092883e-16,4
2024-02-21,mit xpro systems engineering,Exact match,B,0.47,1,Wednesday,0,Feb,0,47,Medium,53.0,4.25,18.02,3.044522437723423,3.96935919215665,4.024501566209481,0.5491078103370075,0.021924610753057818,5
2024-02-21,it degree programs,Phrase match,B,1.87,3,Wednesday,0,Feb,0,47,Medium,37.0,11.68,52.74,5.564520407322694,5.077362334461163,4.785859431375665,0.0,0.17229145649654076,5
2024-02-21,online architecture program,Broad match,B,3.79,1,Wednesday,0,Feb,0,47,Medium,50.0,4.64,49.99,5.968707559985366,5.421654271036249,5.422199914563929,0.41958298965394913,0.035706672850184355,4
2024-02-21,engineering technology degree online,Broad match,B,1.53,1,Wednesday,0,Feb,0,47,High,71.0,4.48,23.06,5.771441123130016,6.041058554447179,5.972005317740382,0.4044261469757453,0.046785460983801895,5
2024-02-21,architecture degree online,Broad match,B,11.89,4,Wednesday,0,Feb,0,47,High,73.0,4.2,46.65,6.3818160174060985,6.913360158739281,6.746999648012115,0.5973260870605346,0.13114223841464334,5
2024-02-21,online engineering degree courses,Phrase match,B,1.8,1,Wednesday,0,Feb,0,47,Low,21.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,5
2024-02-21,online technology courses,Phrase match,B,34.81,24,Wednesday,0,Feb,0,47,Low,17.0,5.22,34.91,4.948759890378168,4.042110380829989,4.047098058072575,0.33085424431698973,0.0038692333207825088,4
2024-02-21,online tech courses,Phrase match,B,34.83,8,Wednesday,0,Feb,0,47,Low,27.0,6.37,37.94,5.771441123130016,6.3818160174060985,6.3818160174060985,0.0,0.0,4
2024-02-21,model based systems engineering course,Exact match,B,5.92,4,Wednesday,0,Feb,0,47,High,82.0,2.83,8.0,3.713572066704308,4.577083071448677,4.608703197179643,0.19867069479548416,-0.04411374000685946,4
2024-02-21,system engineering training,Broad match,B,4.92,3,Wednesday,0,Feb,0,47,High,77.0,2.84,9.17,3.9318256327243257,4.948759890378168,5.013061112419666,0.0,-0.044092266542741114,4
2024-02-21,mbse certificate,Broad match,B,5.24,2,Wednesday,0,Feb,0,47,Low,30.0,3.38,9.12,2.3978952727983707,2.828980049415072,2.721208855260897,0.0,0.05542518556500439,5
2024-02-21,embedded technology,Broad match,USA,4.57,2,Wednesday,0,Feb,0,47,Low,9.0,1.97,10.57,4.709530201312334,5.0831259714108015,5.112394763956731,0.4030982430978982,0.007981663439115912,3
2024-02-21,systems development engineer,Broad match,USA,4.67,1,Wednesday,0,Feb,0,47,Low,8.0,1.65,10.94,4.2626798770413155,4.494356528290166,4.71383720551061,0.44685032427101845,-0.09050009908937265,3
2024-02-21,mit systems engineering,Exact match,USA,16.69,1,Wednesday,0,Feb,0,47,Medium,46.0,2.69,10.75,5.351858133476067,5.557474608979167,5.629971080086705,0.6168494265092992,-0.013859401672335113,4
2024-02-21,mit architecture and systems engineering,Exact match,USA,4.68,1,Wednesday,0,Feb,0,47,Medium,49.0,2.51,15.17,3.044522437723423,3.044522437723423,3.1743440266439973,0.0,-0.0890205181169653,4
2024-02-21,mit system engineering certificate,Exact match,USA,37.85,1,Wednesday,0,Feb,0,47,High,75.0,2.4,9.08,3.9318256327243257,4.1248369239885,3.991955684019743,0.579033873792524,0.08895494099950366,5
2024-02-21,mit systems engineering masters,Exact match,USA,34.13,2,Wednesday,0,Feb,0,47,Medium,60.0,4.27,17.3,3.713572066704308,3.3973605696376254,3.591841912507636,0.6690496289808849,-0.0840426984920536,5
2024-02-21,mit model based systems engineering,Exact match,USA,2.48,2,Wednesday,0,Feb,0,47,Medium,45.0,0.0,0.0,2.3978952727983707,2.7432592500272954,2.7432592500272954,1.0360919316867756,1.1976195368092883e-16,4
2024-02-21,mit xpro systems engineering,Exact match,USA,3.7,1,Wednesday,0,Feb,0,47,Medium,53.0,4.25,18.02,3.044522437723423,3.96935919215665,4.024501566209481,0.5491078103370075,0.021924610753057818,5
2024-02-21,mitx systems engineering,Exact match,USA,21.75,3,Wednesday,0,Feb,0,47,Medium,57.0,2.37,12.98,2.3978952727983707,2.828980049415072,2.613437661106721,0.0,0.14780049484001204,5
2024-02-21,xpro architecture of complex systems,Exact match,USA,6.71,1,Wednesday,0,Feb,0,47,Missing,0.0,0.0,0.0,0.0,1.598596848532247,0.7992984242661235,0.0,0.5480903480681989,3
2024-02-21,mit architecture course,Exact match,USA,5.24,1,Wednesday,0,Feb,0,47,Low,4.0,1.69,3.99,4.709530201312334,4.85741594710175,4.85741594710175,0.6423279321637327,0.03670445326649906,5
2024-02-21,engineering technology degree online,Broad match,USA,47.06,11,Wednesday,0,Feb,0,47,High,71.0,4.48,23.06,5.771441123130016,6.041058554447179,5.972005317740382,0.4044261469757453,0.046785460983801895,5
